# Upcoming Events	Title	URL	City	Phone	Address	Metro ID	Metro Title
2	Granville Arts Center	http://www.garlandarts.com/gov/eg/arts/default.asp	Garland	(972) 205-2780	300 N 5th St	11	Dallas / Ft. Worth
2	Gallery Gachet	http://gachet.org/	Vancouver	(604) 687-2468	88 East Cordova Street	32	Vancouver
2	University of Texas at Dallas	http://www.utdallas.edu/	Richardson	(972) 883-2111	800 W Campbell Rd	11	Dallas / Ft. Worth
2	Harris Theater for Music and Dance 	http://www.chicagooperatheater.org/	Chicago		205 E. Randolph Drive 	3	Chicago
2	T-REX		St. Louis		611 Olive St	36	St. Louis
2	Meet					10	NYC
2	War Memorial Auditorium	https://www.wmarocks.com/	Nashville	615-255-2787	301 5th Ave N	24	Nashville
2	Center for the Arts - Eagle Rock	http://cfaer.org/	Los Angeles		2225 Colorado Blvd	30	Los Angeles
2	Oddball Films	http://www.oddballfilm.com/	San Francisco	415.558.8112	275 Capp Street	18	The Bay Area
2	Theatre Three	http://www.theatre3dallas.com/	Dallas	(214) 871-3300	2800 Routh St, Ste #168	11	Dallas / Ft. Worth
2	Village 8	http://apextheatres.com/v8_home.htm	Louisville	502-894-8697	4014 Dutchmans Lane	47	Louisville
2	Universal City Metro Parking Lot		Universal City		3901 Lankershim Blvd	30	Los Angeles
2	San Francisco Art Institute	http://www.sfai.edu/	San Francisco	415-771-7020	800 Chestnut Street	18	The Bay Area
2	San Franpsycho	http://www.sanfranpsycho.com/	San Francisco	(415) 829-7874	505 Divisadero	18	The Bay Area
2	Deer Lake Park	http://deerlakepark.org/	Burnaby	604-683-4233	6450 Deer Lake Ave	32	Vancouver
2	Brews Brothers		San Antonio		7403 Leslie Rd	2	San Antonio
2	West End Gallery	http://www.westendgalleryltd.com/	Victoria	(250) 388-0009	1203 Broad Street	50	Victoria
2	Salón de los Ferrocarrileros		Ciudad de México		Ponciano Arriaga 20, Tabacalera	44	la Ciudad de México
2	Lush Rooftop	http://www.lushrooftop.com/	San Antonio	210-858-9028	4553 N Loop 1604, Ste. 1201	2	San Antonio
2	Historic Downtown McKinney	http://www.downtownmckinney.com/	McKinney	(972) 547-2650	111 N Tennessee St	11	Dallas / Ft. Worth
2	Paper Tiger	http://www.papertigersa.com/	San Antonio		2410 N Saint Marys St.	1	Austin
2	Paper Street Theatre Co	http://www.paperstreettheatre.ca/index.html	Victoria	(250) 217 2669	1109 Fort Street	50	Victoria
2	Brick at Blue Star Arts Complex		San Antonio		108 Blue Star	2	San Antonio
2	Checkered Flag Tavern		Indianapolis	(317) 247-6209	5725 W Morris St	42	Indianapolis
2	The Frutería y Botanero	http://chefjohnnyhernandez.com/thefruteria/	San Antonio	(210) 251-3104	1401 S. Flores, Ste 102	2	San Antonio
2	The Red Room Indy	http://theredroomindy.com/	Indianapolis	317-257-1344	6335 N Guilford Ave 	42	Indianapolis
2	The Green Elephant	http://www.greenelephantdallas.com	Dallas	(214) 265-1338	5627 Dyer St	11	Dallas / Ft. Worth
2	La Fonda Oak Hills	http://lafondaoakhills.com	San Antonio		350 Northaven	2	San Antonio
2	Bullock Texas State History Museum	http://www.thestoryoftexas.com	Austin	512-936-8746	1800 Congress Ave. 	1	Austin
2	Flying Saucer	http://www.beerknurd.com/stores/austin	Austin	(512)454-8200	815 W. 47th	1	Austin
2	Theatre on San Pedro Square					18	The Bay Area
2	Brigid	http://brigidrestaurant.com/	San Antonio	210-263-7885	803 S. St. Mary's St.	2	San Antonio
2	Urban Tavern	http://www.urbantavernsf.com/	San Francisco	(415) 923-4400	333 O'Farrell St	18	The Bay Area
2	Brass Union	http://www.brassunion.com/	Somerville	(617) 623-9211	70 UNION SQ	25	Boston
2	Burl's Creek		Barrie		134 8 Line South 	29	Toronto
2	Cafe Carpe	http://www.cafecarpe.com	Fort Atkinson	(920) 563-9391	18 S Water St. West	22	Madison
2	Film Club Café	http://www.filmclubcafe.com.mx	Naucalpan	(55) 5373-9055	Manuel Ávila Camacho #1695, La Florida	44	la Ciudad de México
2	First Baptist Dallas	http://www.firstdallas.org/	Dallas	(214) 969-0111	1707 San Jacinto	11	Dallas / Ft. Worth
2	Riverwood Mansion					24	Nashville
2	BITE	http://www.biterestaurantsa.com/	San Antonio	210-532-2551	1012 S. Presa St	2	San Antonio
2	Reno's Chop Shop		Dallas	(214) 744-1200	210 N Crowdus St	11	Dallas / Ft. Worth
2	Mr. Robert’s		Madison		2116 Atwood Ave.	22	Madison
2	Whiskey Cake		San Antonio		Suite 21200, 15900 Via La Cantera, San Antonio	2	San Antonio
2	Alamo Drafthouse (Westlakes)	http://drafthouse.com/san_antonio/westlakes	san antonio	(210) 677-8500	 1255 SW Loop 410	2	San Antonio
2	Brooklyn | to be Announced					10	NYC
2	Tribeca Di Olmos	http://www.tribecadiolmos.com/	San Antonio		4331 McCullough Ave. 	2	San Antonio
2	XL Center	http://www.xlcenter.com/	Hartford		1 Civic Center Plaza	27	Hartford/New Haven
2	Teatro SOGEM Wilberto Cantón	http://www.sogem.org.mx/	Ciudad de México	 55 5660 8590	José María Velasco 59, San José Insurgentes	44	la Ciudad de México
2	Diamond Jo Casino Dubuque		Dubuque		""	22	Madison
2	Kirk Douglas Theater	http://www.centertheatregroup.org/theatres/douglas/index.aspx	Culver City		9820 Washington Boulevard	30	Los Angeles
2	Boletia					44	la Ciudad de México
2	Tre Trattoria	http://www.tretrattoria.com/	San Antonio	210-688-2686	401 S. Alamo Street	2	San Antonio
2	Milwaukee					6	Milwaukee
2	Arcada Theatre	http://www.oshows.com	Saint Charles	8886950888	105 East Main Street	3	Chicago
2	Centro Cultural Carretera 45 Teatro	http://www.carretera45teatro.com/	Ciudad de México	6272 1148	Juan Lucas Lassaga 122 Col. Obrera	44	la Ciudad de México
2	Lost Weekend Video	http://www.lostweekendvideo.com/	San Francisco	(415) 643-3373	1034 Valencia Street	18	The Bay Area
2	Simpli Bar and Bites	http://simplibarandbites.com/	Boston	(617) 522-2400	3840 Washington Street	25	Boston
2	Theatre Inconnu	http://www.theatreinconnu.com/	Victoria	(250) 360-0234	1923 Fernwood Road	50	Victoria
2	Sons of Hermann Hall	http://www.sonsofhermann.com/	Dallas	(214) 747-4422	3414 Elm St	11	Dallas / Ft. Worth
2	 8UP Elevated Drinkery & Kitchen	http://www.8uplouisville.com/	Louisville	502.631.4180	350 West Chestnut Street Rooftop	47	Louisville
2	Water 2 Wine	http://www.water2wine.com/	Austin	(512) 428-9463	4036 South Lamar, Suite 100	1	Austin
2	Good Records	http://www.goodrecords.com	Dallas	(214) 752-4663	1808 Greenville Ave	11	Dallas / Ft. Worth
2	Londoner					11	Dallas / Ft. Worth
2	The Boom Boom Room	www.theboomboomroomstl.com	Saint Louis	314-436-7000	500 N. 14th Street	36	St. Louis
2	Walnut Creek Metropolitan Park	http://www.austinparks.org/apfweb/park.php?parkId=368	Austin	512.837.4500	12138 N Lamar Blvd.	1	Austin
2	La Guapachosa	http://www.laguapachosa.com/	Ciudad de México	55 5531 7216	Oaxaca 31, Col. Roma	44	la Ciudad de México
2	Camp Champions	http://www.campchampions.com/	Marble Falls	(830) 598-2571	775 Camp Rd	1	Austin
2	Keybar	http://keybar.com/	New York	2	432 East 13th Street	10	NYC
2	Northwest Recreation Center	http://www.ci.austin.tx.us/parks/northwest.htm	Austin	(512) 458-4107	2913 Northland Dr.	1	Austin
2	Trees Organic Coffee House	http://treescoffee.com/	Vancouver	(604) 684-5022	450 Granville Street	32	Vancouver
2	Beulahland 		Portland, OR 		118 NE 28th	19	Portland
2	Il Sogno Osteria	http://atpearl.com/food/restaurants/il_sogno_osteria	San Antonio 	(210) 223-3900	200 E Grayson St #100	2	San Antonio
2	Crystal Corner Bar		Madison		1302 Willamson	22	Madison
2	Austin History Center	http://www.austinlibrary.com/ahc/	Austin	512-974-7480	810 Guadalupe Street	1	Austin
2	Rumor Upbeat Lounge	http://www.facebook.com/rumormke	Milwaukee	414.616.1806	161 S 1st Street	6	Milwaukee
2	Angelika Film Center (Dallas)	http://https://www.angelikafilmcenter.com/dallas	Dallas	(214) 841-4700	5321 E Mockingbird Ln	11	Dallas / Ft. Worth
2	Gourdough's Public House (S. Lamar)	http://gourdoughspub.com	Austin		2700 South Lamar Blvd	1	Austin
2	37 Greenpoint Ave.					10	NYC
2	Bar 244		Toronto		244 Adelaide St. W	29	Toronto
2	Urban Chestnut Brewery & Biergarten (Midtown)	http://www.urbanchestnut.com	St. Louis	(314) 222-0143	3229 Washington Ave	36	St. Louis
2	David Friend Recital Hall	http://www.berklee.edu/events/david-friend-recital-hall	Boston		921 Boylston Street	25	Boston
2	Scobee Education Center		San Antonio 	210.486.0100	1300 San Pedro Avenue 	2	San Antonio
2	Ballet Austin	http://www.balletaustin.org/community/	Austin	512-476-9051	501 W. 3rd St.	1	Austin
2	Fantastic Magic Camp	http://magiccamp.com/	Austin		7500 Woodrow Ave.	1	Austin
2	One Santa Fe	http://www.osfla.com/	LOS ANGELES		300 S. SANTA FE AVENUE	30	Los Angeles
2	National Sawdust	http://nationalsawdust.org/	Brooklyn		80 N. 6th Street	10	NYC
2	Blue Star Arts Complex					2	San Antonio
2	Corner Restaurant & Bar		Louisville		102 West Main Street	47	Louisville
2	Hite Elementary School	http://www.jefferson.kyschools.us/schools/elementary/Hite/index.html	Middletown	(502) 485-8267	12408 Old Shelbyville Rd	47	Louisville
2	Tavern			(615) 320-8580	1904 Broadway	24	Nashville
2	Deep Ellum	http://www.deepellumtexas.com/	Dallas	(214) 747-3337 	2630 Commerce St	11	Dallas / Ft. Worth
2	Jokers Live	http://www.jokersindy.com/	Indianapolis	317-494-7188	247 S Meridian St	42	Indianapolis
2	K23 Gallery	http://www.k23gallery.com/		(210) 776-5635	704 Fredericksburg Rd.	2	San Antonio
2	The Holy Cow	http://www.theholycow.com	San Francisco	(415) 621-6087	1535 Folsom Street	18	The Bay Area
2	Boiler Room	http://boilerroomlogansquare.com/	Chicago	773-276-5625	2210 N California Ave	3	Chicago
2	Circle City Industrial Complex & Galleries		Indianapolis	317-270-8258	1125 Brookside Ave	42	Indianapolis
2	Music Record Shop 	http://www.musicrecordshop.com	Saint Louis	314-732-0164	4191 Manchester Ave	36	St. Louis
2	Carrie Nation Cocktail Club	http://www.carrienationcocktailclub.com/	Boston	(617) 227-3100	11 Beacon Street	25	Boston
2	Mainland Sports Complex					2	San Antonio
2	Crossing Tavern	http://www.crossingtavern.com	Chicago	(773) 327-4900	2548 N Southport Ave	3	Chicago
2	WestEnd	http://www.westendwestloop.com/	Chicago	(312) 666-4892	1326 West Madison Street	3	Chicago
2	Urban-15 Studio	http://www.urban15.org	San Antonio	2107361500	2500 South Presa St.	2	San Antonio
2	Esperanza Peace and Justice Center					2	San Antonio
2	Topgolf San Antonio	http://topgolf.com/us/san-antonio/	San Antonio	210.202.2694	5539 North Loop 1604 W	2	San Antonio
2	El Fenix					11	Dallas / Ft. Worth
2	Drinks Lounge		Austin	512-524-0130	2001 E. Cesar Chavez	1	Austin
2	Troquet River North	http://troquetrivernorth.com/	Chicago	3122029900	111 W. Huron	3	Chicago
2	Hard Rock Cafe Chicago	http://www.hardrock.com/	Chicago	312-943-2252	63 West Ontario	3	Chicago
2	RISE Center					10	NYC
2	Test					32	Vancouver
2	Kenny’s Burger Joint					11	Dallas / Ft. Worth
2	San Anto Cultural Arts	http://www.sananto.org	San Antonio	2102267466	2120 El Paso St.	2	San Antonio
2	Safari Champ	http://www.safarichamp.com/	Round Rock	5128280000	1400 East Old Settler's Blvd Ste 200	1	Austin
2	Old Settlers Park	http://www.roundrocktexas.gov/home/index.asp?page=1552	Round Rock	512-218-5540	3300 Palm Valley Rd.	1	Austin
2	Geffen Playhouse	http://geffenplayhouse.com/	Los Angeles	(310) 208-5454	10886 Le Conte Avenue	30	Los Angeles
2	Centro Cultural Mexiquense (Parque Alameda Poniente)					44	la Ciudad de México
2	Wax Club Lounge			(210) 379-4788	2211 San Pedro Ave	2	San Antonio
2	Bar at Bishop					11	Dallas / Ft. Worth
2	Fantástico	http://www.fantasticocomic.com/	Ciudad de México	55 5605 9748	Felix Cuevas #835, Colonia del Valle	44	la Ciudad de México
2	Pavilion East				1006 Fatherland St	24	Nashville
2	Darby's Pub	https://www.darbys.pub/	Vancouver	1 604 731 0617 	2001 Macdonald Street 	32	Vancouver
2	Mariano’s					11	Dallas / Ft. Worth
2	Big Car Show Room & Service Center (CLOSED)	http://bigcar.org	Indianapolis		3739 Commercial Dr 	42	Indianapolis
2	World Trade Center	http://www.wtcmexico.mx/	Ciudad de México	55 9000 6000	Montecito 38, Nápoles	44	la Ciudad de México
2	Highline Bar + Lounge	http://highlinebarchicago.com/	Chicago	312.533.2742	169 W. Kinzie St. 	3	Chicago
2	Michin Fresh Mexican Kitchin					2	San Antonio
2	Annex Theatre	http://www.annextheatre.org	Seattle	206-728-0933	1100 East Pike Street	9	Seattle
2	NON PLUS ULTRA		Los Angeles			30	Los Angeles
2	Roots of Change Urban Garden and Co-Op	http://rootsofchangecoop.org/	San Antonio		1416 E. Commerce	2	San Antonio
2	Glenhaven Park					19	Portland
2	Pioneer	http://www.pioneerindy.com	Indianapolis	317-986-6761	1110 Shelby St.	42	Indianapolis
2	Irving Park					19	Portland
2	903 Brewers	http://903brewers.com	Sherman	(214) 243-8090	1718 S Elm St	11	Dallas / Ft. Worth
2	Avila Soccer Dance Hall	www.danceu2.com	Austin	512-296-5678	8863 Anderson Mill Rd	1	Austin
2	Lents Park					19	Portland
2	The American Legion in Highland Park		Los Angeles		227 South Avenue 55	30	Los Angeles
2	Rainey Hookah Lounge & Bar		Austin	(240) 421-5342	84 N Interstate 35	1	Austin
2	David Brower CenterBerkeley					18	The Bay Area
2	Empire Polo Club		Indio	(760) 342-2762	 81-800 Avenue 51	24	Nashville
2	Independence Brewing Company	http://www.independencebrewing.com/	Austin	512-707-0099	3913 Todd Lane #607	1	Austin
2	Doug Mitchell Thunderbird Sports Centre	http://thunderbirdarena.ubc.ca/	Vancouver	(604) 822-6121	2555 Wesbrook Mall	32	Vancouver
2	Lakewood Brewing Company	http://lakewoodbrewing.com	Garland	(972) 864-2337	2302 Executive Dr	11	Dallas / Ft. Worth
2	The Pearl on Commerce					11	Dallas / Ft. Worth
2	3030		Toronto		3030 Dundas West	29	Toronto
2	Brazos Hall	http://brazoshall.com/	Austin	(512) 380-1675	204 E 4th St.	1	Austin
2	Appliance Liquidation Outlet		San Antonio		500 Carolina Street	2	San Antonio
2	Sunshine Community Garden	http://www.sunshinecommunitygarden.org/index.php?p=home	Austin		4814 Sunshine Dr.	1	Austin
2	Bar None	http://donnellygroup.ca/bar-none/	Vancouver	(6040 689-7000	1222 Hamilton Street	32	Vancouver
2	it's a secret					10	NYC
2	Museo Nacional de las Culturas Populares	http://museoculturaspopulares.gob.mx/	Ciudad de México	4155 0920	Avenida Hidalgo 289, Col. Del Carmen	44	la Ciudad de México
2	Rhum Academy	http://www.rhummusic.com/	Kokomo	765-236-0567	500 W Superior St	42	Indianapolis
2	San Francisco Bicycle Coalition					18	The Bay Area
2	The Cupcakery					11	Dallas / Ft. Worth
2	Ruth’s Chris Steak House - River Walk 	http://www.ruthschris.com/restaurant-locations/san-antonio-riverwalk/	San Antonio	210-227-8847	600 E Market St - Suite L – 101, Riverwalk Grand Hyatt	2	San Antonio
2	Ethical Culture Society of Bergen County	http://ethicalfocus.org/	Teaneck		687 Larch Ave	10	NYC
2	Chinatown Westlake	http://www.austinchinatown.com/west-lake-hills	Austin	(512) 328-6588	2712 Bee Cace Road Suite 124	1	Austin
2	Intrepid Theatre Club					50	Victoria
2	Brown Lane Studios	http://www.brown-lane.com/	Dallas	(888) 460-2869	1499 Regal Row Ste 503	11	Dallas / Ft. Worth
2	Bushwick Warehouse to be Revealed Week of the Event					10	NYC
2	GameDay	https://www.facebook.com/GameDayOnCollege	Toronto	647.349.9464	614 College St., Toronto, Ontario	29	Toronto
2	Coal Vines					11	Dallas / Ft. Worth
2	Ein-Stein	http://ein-stein.squarespace.com	Toronto	(416) 597-8346	229 College Street, Toronto, ON	29	Toronto
2	Cornish Playhouse at Seattle Center					9	Seattle
2	Indiana City Brewing Company	http://indianacitybeer.com/	Indianapolis	317-643-1103	24 Shelby St	42	Indianapolis
2	Gloria’s (Greenville Ave & Uptown locations only)					11	Dallas / Ft. Worth
2	HG Spply Co					11	Dallas / Ft. Worth
2	BRIC Arts | Media House					10	NYC
2	JW Marriott Austin	http://www.jwmarriottaustin.com/	Austin	512-474-4777	111 Congress Avenue	1	Austin
2	Tillman’s Roadhouse					11	Dallas / Ft. Worth
2	Helen Fitzgerald's	http://www.helenfitzgeralds.com/HOME.aspx	St Louis	(314) 984-0026	3650 S Lindbergh Blvd	36	St. Louis
2	LIC Flea & Food	http://licflea.com/	Long Island City	718-224-5863 x235	5-25 46th Avenue (Cnr of Vernon and 46th Ave)	10	NYC
2	Cantina Laredo Addison					11	Dallas / Ft. Worth
2	Play Dance Bar				1519 Church St,	24	Nashville
2	Steam Whistle Brewery	http://www.steamwhistle.ca/			255 Bremner Blvd Toronto, Ontario M5V 3M9	29	Toronto
2	Hecklers Upstairs	http://www.hecklersbarandgrill.com	Victoria	250-381-1312	123 Gorge Rd E 	50	Victoria
2	Dallas Contemporary	http://dallascontemporary.org/	Dallas	(214) 821-2522	161 Glass St	11	Dallas / Ft. Worth
2	Big Daddy's on the Landing	http://lacledes-landing.bigdaddystl.com	St. Louis	(314) 621-6700	118 Morgan Sreet	36	St. Louis
2	Urban Co-Lab	urbanco-lab.com	Austin		1818 E 12th St	1	Austin
2	Lot 45	http://www.lot45bushwick.com/	Brooklyn	(347) 505-9155	411 Troutman St	10	NYC
2	Broadway Playhouse	http://broadwayinchicago.com/theatre/broadway-playhouse/	Chicago	(800) 775-2000	175 E Chesnut Street	3	Chicago
2	The Spratx Store	http://spratx.com/	Austin	512-200-3482	2400 East Cesar Chavez #316B	1	Austin
2	Hilton Garden Inn		Nashville		1715 Broadway Avenue	24	Nashville
2	Bay State Cruises Provincetown II					25	Boston
2	Galatyn Park	http://www.cor.net/	Richardson		2351 Performance Dr	11	Dallas / Ft. Worth
2	Le Fanfare 	http://www.lefanfare.com/	Brooklyn	347.987.4244	1103 Manhattan Avenue	10	NYC
2	Chevalier's Books	http://chevaliersbooks.com	Los Angeles	+1 323-465-1334	126 N Larchmont Blvd	30	Los Angeles
2	The Knockdown Center	http://knockdowncenter.com/	Queens		52-19 Flushing Ave	10	NYC
2	317 Burger	http://www.317Burger.com/	Indianapolis	(317) 251-1317	915 Westfield Blvd.	42	Indianapolis
2	Hulman Center @ ISU	http://www.indstate.edu/hctaf/	Terre Haute	812-237-3770	200 N. 8th Street	42	Indianapolis
2	Undr at Space Ibiza New York					10	NYC
2	Fort Mason Center	http://www.fortmason.org/index.shtml	San Francisco	(415) 345-7500	Buchanan St. and Marina St	18	The Bay Area
2	Knights of Columbus - Downtown	http://www.kofc437.com/	Indianapolis	(317) 631-4373	1305 Delaware St.	42	Indianapolis
2	Broad Ripple Park	http://www.broadripplepark.org/	Indianapolis	(317) 327-7161	1550 Broad Ripple Ave.	42	Indianapolis
2	LEGOLAND Discovery Center					11	Dallas / Ft. Worth
2	Lizards		Indianapolis	317-783-9256	5002 S. Madison Ave.	42	Indianapolis
2	General Assembly	https://generalassemb.ly/education?where=seattle	Seattle		1218 #rd Ave	9	Seattle
2	2046 W. Carroll Ave.		Chicago		2046 W. Carroll Ave.	3	Chicago
2	The Roundup Beer Garden & Food Park		Boerne	(830) 428-3231	531 North Farm to Market 3351	2	San Antonio
2	Llewelyn's Irish Pub - Webster Groves	http://www.llywelynspub.com/webster-groves	Webster Groves	314-962-1515	17 West Moody Avenue 	36	St. Louis
2	HERE Lounge	www.herelounge.com	West Hollywood	310-360-8455	696 N Robertson	30	Los Angeles
2	Stout Irish Pub 	http://www.stoutirishpub.ca/home.html	Toronto	647-344-7676	221 Carlton Street East	29	Toronto
2	The Factory at Franklin	http://www.factoryatfranklin.com	Franklin	615-791-1777	230 Franklin Road	24	Nashville
2	Plaza Frontenac Cinema					36	St. Louis
2	Oasis - Nightclub & Cabaret 	http://sfoasis.com	san francisco	415-795-3180	298 11th Street	18	The Bay Area
2	The Guild	http://theguildfreehouse.com/	Victoria	(250) 385 3474	1250 Wharf Street	50	Victoria
2	Foro Santo Tomás					53	Tijuana
2	Saint Louis U./Center for Global Citizenship					36	St. Louis
2	The Quarter Bar	http://www.breadwinnerscafe.com/the-quarter-bar/	Dallas	(214) 754-0106	3301 McKinney Ave	11	Dallas / Ft. Worth
2	Queen Elizabeth Theatre	http://www.queenelizabeththeatre.ca/	Toronto	416-801-3293	190 Princes' Boulevard, CNE Grounds	29	Toronto
2	R-Bar STL					36	St. Louis
2	Autograph Rehearsal Studios		Murfreesboro		1400 West College St. 	24	Nashville
2	Dover Arms	http://www.doverarmspub.com/	Vancouver	(604) 683-1929	961 Denman Street	32	Vancouver
2	Heritage Hall	http://heritagehall.bc.ca/	Vancouver	(604) 879-4816	3102 Main Street	32	Vancouver
2	Social House					11	Dallas / Ft. Worth
2	Hilton Indianapolis Hotel & Suites	http://indianapolishilton.com	Indianapolis	(317) 972-0600	120 West Market Street	42	Indianapolis
2	Dallas Marriott Quorum by the Galleria					11	Dallas / Ft. Worth
2	LeFrak Center	http://lakesidebrooklyn.com/	Brooklyn	(718) 462-0010	171 East Dr	10	NYC
2	The Bootleg					36	St. Louis
2	The Libertine Bar	http://www.libertinebar.com	Dallas, Texas	(214) 824-7900	2101 Greenville Ave	11	Dallas / Ft. Worth
2	Bitter & Esters					10	NYC
2	Park Tudor High School	http://www.parktudor.org/home/	Indianapolis	317-415-2700	7200 N College Ave	42	Indianapolis
2	Artists & Fleas	http://www.ArtistsandFleas.com	Los Angeles	310 900 9987	647 Mateo Street	30	Los Angeles
2	John D. McGurk's	http://www.mcgurks.com/index.php	St Louis	1 314.776.8309	1200 Russell Blvd.	36	St. Louis
2	Plump's Last Shot	http://www.plumpslastshotbroadripple.com/home.html	Indianapolis	317-257-5867	6416 Cornell Ave	42	Indianapolis
2	Lake Lewisville		Lewisville	(469) 645-9100	1801 N. Mill St	11	Dallas / Ft. Worth
2	The Abbey Espresso Bar and Cafe					36	St. Louis
2	Kuma's Corner	http://kumasofindianapolis.com/	Indianapolis		1127 Prospect St	42	Indianapolis
2	Trinity Groves	http://www.trinitygroves.com	Dallas	(214) 744-0100	425 Bedford St	11	Dallas / Ft. Worth
2	Kentucky Science Center	http://kysciencecenter.org	Louisville	502.561.6100	727 W Main Street	47	Louisville
2	Eden House Co-Op					1	Austin
2	Concordia University					19	Portland
2	Muhammad Ali Center	http://alicenter.org	Louisville	502.584.9254	144 N 6th Street	47	Louisville
2	Bookmamas & Underground 9 Studio		Indianapolis	317-375-3715	9 South Johnson Avenue	42	Indianapolis
2	Shuck Shack	http://www.shuckshack.com/	San Antonio	210-236-7422	520 East Grayson	2	San Antonio
2	Alter Space					18	The Bay Area
2	LUCK at Trinity Groves	http://www.luckdallas.com/	Dallas	(469) 250-0679	3011 Gulden Ln Ste #112	11	Dallas / Ft. Worth
2	Expo Five Expo Dome	http://expofive.com	Louisville	502.645.1820	2900 7th Street Rd	47	Louisville
2	The Movement Gallery		San Antonio		1412 E Commerce St. 	2	San Antonio
2	Malkin Bowl	http://malkinbowl.com/	Vancouver	604.683.4233	Ferguson Point, Stanley Park	32	Vancouver
2	Boulevardier	http://dallasboulevardier.com/	Dallas	(214) 942-1828	408 N. Bishop Ave. #108	11	Dallas / Ft. Worth
2	NEW YORK HISTORICAL PIER					10	NYC
2	Koken Art Factory	http://www.kokenartfactory.com	Saint Louis	314-776-7600	2500 Ohio Ave	36	St. Louis
2	Corner Wine Bar	http://www.cornerwinebar.com/	Indianapolis	317-255-5159	6331 Guilford Avenue	42	Indianapolis
2	#Secret_zero_location					10	NYC
2	UWM Peck School of the Arts	http://www.arts.uwm.edu/inova	Milwaukee	414-229-4308	2400 E. Kenwood Blvd. 	6	Milwaukee
2	Life In Deep Ellum	http://www.lifeindeepellum.com/home/	Dallas	214-651-0633	2803 Taylor St	11	Dallas / Ft. Worth
2	The Jay Pritzker Pavilion in Millennium Park	http://www.cityofchicago.org	Chicago	(312) 742-1168	201 E Randolph St,	3	Chicago
2	The Music Ranch	http://www.facebook.com/event.php?eid=104974352930719	Austin		5220 FM 973	1	Austin
2	Second Presbyterian Church					36	St. Louis
2	Harry Caray's Italian Steakhouse	http://www.harrycarays.com/	Chicago	312.828.0966	33 W. Kinzie St. 	3	Chicago
2	Hops and Grain Brewing	http://www.hopsandgrain.com/	Austin	(512) 914-2467	507 Calles Street	1	Austin
2	Wrigley Field		Chicago	(773) 404-2827	1060 West Addison Street	3	Chicago
2	Mainstage Theatre	http://www4.uwm.edu/psoa/venues/rental/mainstage.cfm	Milwaukee		2400 E Kenwood BLVD	6	Milwaukee
2	Round Rock Sports Center	http://www.rrsportscenter.com/	Round Rock	512-341-3125	2400 Chisholm Trail Rd.	1	Austin
2	Komali	http://www.komalirestaurant.com/	Dallas	(214) 252-0200	4152 Cole Ave	11	Dallas / Ft. Worth
2	Coffee Gallery Backstage	http://www.coffeegallery.com/home.html	Altadena	626-398-7917	2029 N Lake Dr	30	Los Angeles
2	Randolph Beer					10	NYC
2	Lone Star Taps & Caps (Lewisville)	http://www.tapsandcaps.com/	Lewisville	(214) 618-8305	4740 State Hwy 121 Ste 500	11	Dallas / Ft. Worth
2	St. Gregory of Nyssa Episcopal Church	http://www.saintgregorys.org	San Francisco	415-255-8100	500 De Haro St.	18	The Bay Area
2	ACT Theatre	http://www.acttheatre.org/	Seattle	(206) 292-7676	700 Union Street	9	Seattle
2	DoStuff					48	DoStuff Network (Editorial)
2	Bridgetown DIY		La Puente	626-888-2734	1421 N Valinda Ave	30	Los Angeles
2	Mt. Tamalpais United Methodist Church	http://www.gbgm-umc.org/mounttamalpais/index.html	Mill Valley	(415) 388-4456	410 Sycamore Avenue  (Camino Alto at Sycamore)	18	The Bay Area
2	Silo 1604	http://www.siloelevatedcuisine.com/	San Antonio	(210) 483-8989	434 Texas 1604 Loop	2	San Antonio
2	Crowden Music Center	http://www.crowden.org	Berkeley	510-559-6910	1475 Rose Street	18	The Bay Area
2	Foro AH Kim Pech					44	la Ciudad de México
2	Austin Music Hall	http://www.musichallaustin.com/	Austin	512-377-1120	208 Nueces	1	Austin
2	Secret Brooklyn Location					10	NYC
2	Parts and Labor	http://www.partsandlaborchicago.com/	Chicago		2700 N. Milwaukee	3	Chicago
2	End of an Ear	http://endofanear.com/	Austin	(512) 462-6008	2209 South 1st	1	Austin
2	Lincoln Theater					18	The Bay Area
2	Nasty's	http://nastybar.com/	Austin	(512) 453-4349	606 Maiden Ln	1	Austin
2	45 Euclid					10	NYC
2	Republic Square Park		Austin	512-974-6415	5th and Guadalupe St	1	Austin
2	The Knockout	http://www.theknockoutsf.com/	San Francisco	415-550-6994	3223 Mission Street	18	The Bay Area
2	Hilton Anatole	http://www.hiltonanatolehotel.com	Dallas	(214) 748-1200	2201 N. Stemmons	11	Dallas / Ft. Worth
2	Fairbanks Recovery Center	http://www.fairbankscd.org/	Indianapolis	(317) 849-8222	8102 Clearvista Pkwy	42	Indianapolis
2	Galaxie Bar	http://www.galaxiebar.com/	Louisville		732 East Market	47	Louisville
2	Janet & Ray Scherr Forum Theatre - Thousand Oaks Civic Arts Plaza		Thousand Oaks	805-449-2787	2100 E. Thousand Oaks Blvd.	30	Los Angeles
2	Rhythm! Discovery Center	http://rhythmdiscoverycenter.org/	Indianapolis	317-275-9030	110 W. Washington Street	42	Indianapolis
2	The Playful Soul	http://www.theplayfulsoul.com	Indianapolis	317-253-0499	6516 N Ferguson	42	Indianapolis
